aX,aY,aZ,gX,gY,gZ
0.327,-0.280,0.755,-22.095,35.095,-11.047
0.359,-0.191,0.662,-28.931,34.668,-12.634
0.359,-0.186,0.666,-33.264,31.067,-13.794
0.344,-0.169,0.717,-36.804,23.315,-12.451
0.325,-0.162,0.793,-35.767,23.315,-11.414
0.325,-0.120,0.790,-33.264,25.635,-9.521
0.328,0.016,0.743,-32.104,26.855,-7.568
0.326,0.187,0.692,-41.443,21.790,-20.447
0.306,0.463,0.597,-50.354,16.418,-37.598
0.287,0.590,0.503,-54.932,9.766,-60.486
0.284,0.748,0.334,-41.321,-16.724,-122.375
0.286,0.984,0.181,-29.968,-41.199,-165.466
0.178,1.222,0.169,-24.658,-68.115,-218.750
0.076,0.989,0.152,-22.888,-91.736,-273.743
-0.038,0.650,0.138,-3.479,-135.559,-346.680
-0.228,0.306,0.176,15.625,-154.114,-362.915
-0.327,0.112,0.150,26.184,-169.556,-376.526
-0.405,-0.319,0.221,4.333,-208.008,-384.155
-0.421,-0.861,0.428,0.732,-225.159,-359.131
-0.368,-1.503,0.885,18.311,-233.032,-311.279
-0.368,-1.239,0.988,51.514,-231.079,-252.319
