aX,aY,aZ,gX,gY,gZ
0.327,-0.049,0.895,-91.858,-60.730,71.655
0.330,0.013,0.971,-128.418,-69.031,75.867
0.331,0.022,1.063,-183.777,-69.092,72.266
0.305,0.066,1.077,-195.862,-58.228,65.308
0.292,0.027,1.015,-206.665,-45.105,56.641
0.249,0.048,1.012,-206.055,-29.114,57.678
0.228,0.165,1.055,-201.172,-19.592,58.167
0.253,0.267,0.695,-194.763,-18.311,52.185
0.209,0.278,0.758,-182.312,-36.316,49.988
0.190,0.373,0.888,-219.727,-61.401,69.763
0.231,0.515,1.038,-251.282,-58.899,77.209
0.232,0.580,1.022,-256.348,-50.781,76.965
0.214,0.517,0.912,-189.331,-37.781,46.814
0.178,0.402,0.816,-197.083,-42.419,40.894
0.122,0.585,0.843,-247.864,-48.157,43.396
0.102,0.773,0.854,-321.472,-48.706,44.434
0.048,1.237,0.973,-251.404,-22.461,11.902
0.170,1.326,1.006,-62.988,17.212,-52.917
0.217,0.255,0.539,1.770,47.180,-120.239
0.218,-0.390,0.309,-166.138,-2.686,-35.339
0.210,-0.087,0.529,-189.880,-29.114,49.988
0.122,0.922,0.820,-170.166,-26.184,81.299
0.139,0.766,0.743,-134.338,-9.705,70.068
0.177,0.675,0.738,-117.004,8.423,70.740
0.163,0.980,0.624,-119.263,16.479,76.416
0.141,0.950,0.520,-116.089,20.569,67.932
0.130,0.840,0.517,-100.525,12.878,47.852
0.118,0.791,0.553,-88.989,13.367,44.312
0.140,0.816,0.625,-64.819,16.968,38.513
0.134,0.747,0.666,-47.058,19.653,33.447
0.108,0.653,0.663,-74.341,19.775,44.556
0.059,0.568,0.512,-109.192,15.198,60.547
0.039,0.600,0.475,-144.043,7.324,81.360
0.019,0.654,0.458,-212.769,1.709,126.038
0.032,0.735,0.443,-241.455,7.385,143.738
-0.009,1.036,0.359,-243.103,18.372,149.353
-0.044,1.161,0.251,-219.360,24.414,135.864
-0.052,1.253,0.236,-158.447,12.268,71.594
-0.035,1.168,0.248,-138.245,8.423,32.227
-0.054,0.965,0.250,-125.122,5.676,-3.235
-0.073,0.761,0.207,-139.099,6.348,-24.597
-0.073,0.668,0.125,-154.175,1.526,-12.817
-0.070,0.765,0.112,-156.555,-6.470,0.549
