aX,aY,aZ,gX,gY,gZ
0.149,-0.102,0.974,-69.214,10.620,22.156
0.165,-0.104,0.988,-93.750,8.362,27.344
0.173,-0.082,1.001,-91.309,6.653,31.372
0.145,0.072,1.068,-88.562,4.639,34.546
0.126,0.203,1.074,-90.393,5.737,35.767
0.118,0.309,1.020,-86.487,10.742,26.428
0.120,0.295,0.959,-77.209,8.972,18.982
0.131,0.250,0.964,-59.143,6.653,15.198
0.126,0.292,1.014,0.977,7.080,18.555
0.096,0.417,1.051,15.991,11.902,16.052
0.020,0.765,1.040,15.808,16.724,6.287
0.000,0.872,1.001,11.169,20.325,-11.536
-0.001,0.869,0.940,14.648,21.667,-59.326
0.020,0.744,0.829,17.151,19.287,-80.322
0.011,0.773,0.813,14.832,15.015,-98.145
-0.015,0.874,0.824,-20.142,6.531,-138.855
-0.048,0.962,0.797,-48.340,4.517,-166.321
-0.093,0.833,0.517,-72.693,-0.061,-195.740
-0.075,0.564,0.292,-88.440,-11.353,-220.886
-0.033,0.225,0.079,-90.942,-61.401,-233.887
0.047,-0.435,0.023,-85.266,-97.839,-216.614
0.041,-0.546,0.145,-72.876,-132.507,-186.096
0.002,-0.511,0.263,-27.222,-178.528,-122.986
-0.060,-0.396,0.372,1.099,-190.491,-103.943
-0.159,-0.319,0.486,21.423,-197.815,-94.238
-0.184,-0.446,0.606,26.123,-204.346,-87.280
